Date,Nominal Price,Net Change,Change (%),Bid,Ask,P/E(x),High,Low,Previous Close,Share Volume (000),Turnover (000),Lot Size
2022-07-27,0.101,,,0.101,0.102,,0.101,0.098,0.101,3255.0,322.0,
2022-07-26,0.101,,,0.098,0.101,,0.101,0.099,0.1,1765.0,177.0,
2022-07-25,0.1,,,0.095,0.1,,0.1,0.098,0.1,2450.0,243.0,
2022-07-22,0.1,,,0.093,0.1,,0.102,0.099,0.102,1745.0,175.0,
2022-07-21,0.102,,,0.099,0.102,,0.103,0.099,0.103,1118.0,112.0,
2022-07-20,0.103,,,0.096,0.103,,0.103,0.099,0.103,2385.0,240.0,
2022-07-19,0.103,,,0.098,0.103,,0.103,0.099,0.103,1455.0,145.0,
2022-07-18,0.103,,,0.093,0.103,,0.103,0.098,0.1,2140.0,213.0,
2022-07-15,0.1,,,0.097,0.1,,0.1,0.098,0.1,4285.0,423.0,
2022-07-14,0.1,,,0.097,0.1,,0.1,0.097,0.1,6875.0,680.0,
2022-07-13,0.1,,,0.095,0.1,,0.1,0.097,0.1,6180.0,606.0,
2022-07-12,0.1,,,0.094,0.1,,0.1,0.095,0.097,2905.0,283.0,
2022-07-11,0.097,,,0.094,0.097,,0.098,0.097,0.097,5160.0,456.0,
2022-07-08,0.097,,,0.093,0.097,,0.097,0.095,0.096,4000.0,382.0,
2022-07-07,0.096,,,0.093,0.096,,0.096,0.096,0.096,2650.0,254.0,
2022-07-06,0.096,,,0.096,0.099,,0.099,0.096,0.099,7165.0,703.0,
2022-07-05,0.099,,,,0.099,,0.099,0.097,0.1,4518.0,439.0,
2022-07-04,0.1,,,0.094,0.1,,0.1,0.094,0.097,6620.0,650.0,
2022-06-30,0.097,,,0.08,0.097,,0.1,0.097,0.1,7245.0,712.0,
2022-06-29,0.1,,,0.097,0.1,,0.1,0.098,0.1,2290.0,227.0,
2022-06-28,0.1,,,0.099,0.1,,0.1,0.1,0.1,940.0,94.0,
2022-06-27,0.1,,,0.098,0.1,,0.1,0.098,0.1,880.0,88.0,
2022-06-24,0.1,,,0.097,0.1,,0.102,0.098,0.102,155.0,15.0,
2022-06-23,0.102,,,0.097,0.102,,0.102,0.102,0.1,210.0,21.0,
2022-06-22,0.1,,,0.1,0.101,,0.1,0.097,0.1,2975.0,294.0,
2022-06-21,0.1,,,0.096,0.1,,0.1,0.1,0.1,300.0,30.0,
2022-06-20,0.1,,,0.08,0.1,,0.1,0.096,0.1,1745.0,172.0,
2022-06-17,0.1,,,0.097,0.1,,,,0.1,0.0,0.0,
2022-06-16,0.1,,,0.1,0.101,,0.1,0.097,0.1,1690.0,167.0,
2022-06-15,0.1,,,0.098,0.1,,0.1,0.097,0.1,70.0,7.0,
2022-06-14,0.1,,,0.097,0.1,,0.1,0.097,0.1,110.0,11.0,
2022-06-13,0.1,,,0.097,0.1,,0.1,0.098,0.1,245.0,24.0,
2022-06-10,0.1,,,0.098,0.1,,0.1,0.097,0.1,785.0,77.0,
2022-06-09,0.1,,,0.096,0.1,,0.1,0.097,0.101,460.0,45.0,
2022-06-08,0.101,,,0.096,0.101,,0.101,0.097,0.101,795.0,79.0,
2022-06-07,0.101,,,0.098,0.107,,,,0.101,0.0,0.0,
2022-06-06,0.101,,,0.098,0.102,,0.102,0.098,0.1,25.0,3.0,
2022-06-02,0.1,,,0.097,0.1,,0.1,0.1,0.1,65.0,7.0,
2022-06-01,0.1,,,0.098,0.1,,0.103,0.097,0.103,180.0,18.0,
2022-05-31,0.103,,,0.097,0.103,,0.103,0.096,0.103,1070.0,106.0,
2022-05-30,0.103,,,0.096,0.103,,,,0.103,0.0,0.0,
2022-05-27,0.103,,,0.096,0.103,,0.103,0.099,0.1,660.0,67.0,
2022-05-26,0.1,,,0.096,0.1,,0.102,0.097,0.1,525.0,52.0,
2022-05-25,0.1,,,0.094,0.1,,0.1,0.099,0.1,90.0,9.0,
2022-05-24,0.1,,,0.094,0.1,,0.104,0.096,0.1,1230.0,121.0,
2022-05-23,0.1,,,0.094,0.1,,0.1,0.099,0.1,335.0,33.0,
2022-05-20,0.1,,,0.094,0.099,,0.101,0.096,0.101,545.0,53.0,
2022-05-19,0.101,,,0.096,0.104,,,,0.101,0.0,0.0,
2022-05-18,0.101,,,0.097,0.105,,,,0.101,0.0,0.0,
2022-05-17,0.101,,,0.096,0.104,,,,0.101,0.0,0.0,
2022-05-16,0.101,,,0.097,0.102,,,,0.101,0.0,0.0,
2022-05-13,0.101,,,0.091,0.101,,0.101,0.094,0.1,1650.0,162.0,
2022-05-12,0.1,,,0.095,0.1,,0.105,0.095,0.102,735.0,71.0,
2022-05-11,0.102,,,0.098,0.105,,,,0.102,0.0,0.0,
2022-05-10,0.102,,,0.097,0.113,,,,0.102,0.0,0.0,
2022-05-06,0.102,,,0.095,0.112,,,,0.102,0.0,0.0,
2022-05-05,0.102,,,0.095,0.103,,0.103,0.097,0.101,70.0,7.0,
2022-05-04,0.101,,,0.095,0.115,,0.101,0.101,0.102,100.0,10.0,
2022-05-03,0.102,,,0.098,0.115,,,,0.102,0.0,0.0,
2022-04-29,0.102,,,0.098,0.105,,,,0.102,0.0,0.0,
2022-04-28,0.102,,,0.097,0.105,,0.102,0.102,0.102,180.0,18.0,
2022-04-27,0.102,,,0.098,0.102,,0.102,0.095,0.1,880.0,87.0,
2022-04-26,0.1,,,0.097,0.114,,,,0.1,0.0,0.0,
2022-04-25,0.1,,,0.095,0.1,,,,0.1,0.0,0.0,
2022-04-22,0.1,,,0.1,0.115,,0.1,0.099,0.099,2140.0,214.0,
2022-04-21,0.099,,,0.095,0.099,,0.1,0.099,0.1,110.0,11.0,
2022-04-20,0.1,,,0.095,0.1,,0.1,0.096,0.1,35.0,3.0,
2022-04-19,0.1,,,0.096,0.1,,0.1,0.099,0.1,340.0,34.0,
2022-04-14,0.1,,,0.099,0.115,,0.1,0.1,0.1,190.0,19.0,
2022-04-13,0.1,,,0.096,0.102,,0.102,0.102,0.1,80.0,8.0,
2022-04-12,0.1,,,0.096,0.1,,0.1,0.1,0.1,30.0,3.0,
2022-04-11,0.1,,,0.096,0.1,,,,0.1,0.0,0.0,
2022-04-08,0.1,,,0.098,0.1,,,,0.103,0.0,0.0,
2022-04-07,0.103,,,0.103,0.105,,0.103,0.098,0.1,775.0,79.0,
2022-04-06,0.1,,,0.094,0.1,,,,0.1,0.0,0.0,
2022-04-04,0.1,,,0.096,0.105,,,,0.1,0.0,0.0,
2022-04-01,0.1,,,0.098,0.1,,0.101,0.098,0.098,570.0,56.0,
2022-03-31,0.098,,,0.098,0.103,,0.103,0.098,0.102,3361.0,335.0,
2022-03-30,0.102,,,0.099,0.102,,0.107,0.1,0.103,4570.0,462.0,
2022-03-29,0.103,,,0.101,0.103,,0.107,0.1,0.103,3915.0,399.0,
2022-03-28,0.103,,,0.099,0.103,,0.106,0.1,0.107,2680.0,272.0,
2022-03-25,0.107,,,0.09,0.106,,0.11,0.101,0.113,1120.0,116.0,
2022-03-24,0.113,,,0.103,0.113,,0.113,0.107,0.115,940.0,101.0,
2022-03-23,0.115,,,0.108,0.115,,,,0.115,0.0,0.0,
2022-03-22,0.115,,,0.108,0.115,,,,0.115,0.0,0.0,
2022-03-21,0.115,,,0.106,0.115,,0.116,0.106,0.119,160.0,18.0,
2022-03-18,0.119,,,0.106,0.119,,,,0.12,0.0,0.0,
2022-03-17,0.12,,,0.108,0.12,,0.125,0.125,0.115,100.0,13.0,
2022-03-16,0.115,,,0.103,0.115,,0.117,0.114,0.11,80.0,9.0,
2022-03-15,0.11,,,0.098,0.11,,0.123,0.101,0.118,140.0,15.0,
2022-03-14,0.118,,,0.103,0.118,,0.118,0.106,0.121,20.0,2.0,
2022-03-11,0.121,,,0.105,0.121,,0.124,0.124,0.12,120.0,15.0,
2022-03-10,0.12,,,0.107,0.12,,0.12,0.119,0.12,45.0,5.0,
2022-03-09,0.12,,,0.105,0.12,,0.126,0.12,0.113,60.0,7.0,
2022-03-08,0.113,,,0.113,0.128,,0.109,0.109,0.109,5.0,1.0,
2022-03-07,0.109,,,0.101,0.109,,0.113,0.103,0.105,340.0,37.0,
2022-03-04,0.105,,,0.101,0.105,,0.112,0.1,0.107,1665.0,172.0,
2022-03-03,0.107,,,0.104,0.112,,,,0.107,0.0,0.0,
2022-03-02,0.107,,,0.1,0.11,,0.107,0.104,0.104,55.0,6.0,
2022-03-01,0.104,,,0.104,0.11,,0.11,0.102,0.107,55.0,6.0,
2022-02-28,0.107,,,0.105,0.123,,0.112,0.107,0.124,50.0,6.0,
2022-02-25,0.124,,,0.106,0.125,,0.124,0.123,0.123,380.0,47.0,
2022-02-24,0.123,,,0.11,0.123,,0.126,0.115,0.115,390.0,45.0,
2022-02-23,0.115,,,0.106,0.127,,,,0.115,0.0,0.0,
2022-02-22,0.115,,,0.107,0.127,,,,0.115,0.0,0.0,
2022-02-21,0.115,,,0.107,0.118,,0.115,0.115,0.117,130.0,15.0,
2022-02-18,0.117,,,0.109,0.117,,0.119,0.116,0.109,100.0,12.0,
2022-02-17,0.109,,,0.109,0.118,,0.119,0.106,0.11,970.0,114.0,
2022-02-16,0.11,,,0.103,0.11,,0.11,0.102,0.103,690.0,72.0,
2022-02-15,0.103,,,0.1,0.103,,0.103,0.103,0.101,230.0,24.0,
2022-02-14,0.101,,,0.099,0.101,,0.112,0.099,0.114,2000.0,202.0,
2022-02-11,0.114,,,0.102,0.109,,0.119,0.102,0.114,2090.0,218.0,
2022-02-10,0.114,,,0.104,0.114,,0.123,0.103,0.1,830.0,94.0,
2022-02-09,0.1,,,0.097,0.101,,0.105,0.098,0.101,6555.0,658.0,
2022-02-08,0.101,,,0.101,0.102,,0.102,0.099,0.104,790.0,79.0,
2022-02-07,0.104,,,0.1,0.104,,0.104,0.1,0.104,665.0,69.0,
2022-02-04,0.104,,,0.104,0.106,,0.104,0.097,0.104,945.0,95.0,
2022-01-31,0.104,,,0.098,0.108,,,,0.102,0.0,0.0,
2022-01-28,0.102,,,0.098,0.107,,0.103,0.098,0.103,370.0,37.0,
2022-01-27,0.103,,,0.095,0.103,,0.103,0.097,0.104,535.0,53.0,
2022-01-26,0.104,,,0.1,0.105,,0.104,0.099,0.104,170.0,17.0,
2022-01-25,0.104,,,0.102,0.111,,0.104,0.104,0.113,45.0,5.0,
2022-01-24,0.113,,,0.102,0.113,,,,0.114,0.0,0.0,
2022-01-21,0.114,,,0.102,0.114,,0.119,0.103,0.112,120.0,13.0,
2022-01-20,0.112,,,0.101,0.112,,0.112,0.101,0.11,170.0,18.0,
2022-01-19,0.11,,,0.103,0.11,,0.126,0.099,0.1,1400.0,155.0,
2022-01-18,0.1,,,0.098,0.102,,0.108,0.1,0.105,785.0,81.0,
2022-01-17,0.105,,,0.1,0.105,,0.105,0.098,0.108,200.0,20.0,
2022-01-14,0.108,,,0.1,0.108,,0.108,0.108,0.103,5.0,1.0,
2022-01-13,0.103,,,0.102,0.103,,0.105,0.098,0.106,1100.0,113.0,
2022-01-12,0.106,,,0.099,0.106,,0.11,0.101,0.116,690.0,71.0,
2022-01-11,0.116,,,0.109,0.116,,0.118,0.108,0.118,200.0,22.0,
2022-01-10,0.118,,,0.109,0.118,,,,0.118,0.0,0.0,
2022-01-07,0.118,,,0.108,0.118,,0.118,0.11,0.11,255.0,29.0,
2022-01-06,0.11,,,0.109,0.11,,0.112,0.1,0.1,4085.0,420.0,
2022-01-05,0.1,,,0.095,0.1,,0.1,0.099,0.1,690.0,69.0,
2022-01-04,0.1,,,0.096,0.1,,0.1,0.095,0.102,100.0,10.0,
2022-01-03,0.102,,,0.096,0.102,,0.102,0.098,0.102,525.0,52.0,
2021-12-31,0.102,,,0.094,0.102,,,,0.103,0.0,0.0,
2021-12-30,0.103,,,0.096,0.103,,0.103,0.099,0.103,165.0,16.0,
2021-12-29,0.103,,,0.099,0.103,,0.104,0.1,0.104,160.0,17.0,
2021-12-28,0.104,,,0.1,0.106,,0.104,0.098,0.102,545.0,55.0,
2021-12-24,0.102,,,0.102,0.11,,,,0.101,0.0,0.0,
2021-12-23,0.101,,,0.101,0.108,,,,0.101,0.0,0.0,
2021-12-22,0.101,,,0.098,0.101,,0.113,0.098,0.107,2460.0,246.0,
2021-12-21,0.107,,,0.102,0.107,,0.139,0.1,0.115,10010.0,1157.0,
2021-12-20,0.115,,,0.109,0.115,,0.115,0.104,0.115,475.0,51.0,
2021-12-17,0.115,,,0.101,,,,,0.115,0.0,0.0,
2021-12-16,0.115,,,0.106,0.115,,,,0.115,0.0,0.0,
2021-12-15,0.115,,,0.111,0.115,,0.116,0.107,0.115,100.0,11.0,
2021-12-14,0.115,,,0.108,0.115,,0.117,0.106,0.11,215.0,23.0,
2021-12-13,0.11,,,0.11,0.123,,0.12,0.11,0.127,655.0,74.0,
2021-12-10,0.127,,,0.12,0.13,,,,0.127,0.0,0.0,
2021-12-09,0.127,,,0.12,0.127,,0.131,0.122,0.131,470.0,58.0,
2021-12-08,0.131,,,0.128,0.138,,,,0.131,0.0,0.0,
2021-12-07,0.131,,,0.125,0.14,,,,0.131,0.0,0.0,
2021-12-06,0.131,,,0.123,0.139,,,,0.131,0.0,0.0,
2021-12-03,0.131,,,0.125,0.137,,0.159,0.125,0.132,5920.0,855.0,
2021-12-02,0.132,,,0.126,0.14,,0.144,0.123,0.138,245.0,31.0,
2021-12-01,0.138,,,0.126,0.138,,0.138,0.138,0.135,115.0,16.0,
2021-11-30,0.135,,,0.124,0.137,,0.148,0.122,0.131,6765.0,893.0,
2021-11-29,0.131,,,0.12,0.144,,0.159,0.128,0.134,160.0,21.0,
2021-11-26,0.134,,,0.122,0.137,,0.148,0.115,0.125,4375.0,587.0,
2021-11-25,0.125,,,0.125,0.135,,0.15,0.123,0.129,2910.0,398.0,
2021-11-24,0.129,,,0.116,0.129,,0.131,0.124,0.124,145.0,19.0,
2021-11-23,0.124,,,0.118,0.129,,0.134,0.113,0.119,1490.0,193.0,
2021-11-22,0.119,,,0.119,0.125,,0.118,0.103,0.118,1115.0,125.0,
2021-11-19,0.118,,,0.104,0.121,,0.13,0.104,0.112,2135.0,249.0,
2021-11-18,0.112,,,0.105,0.114,,,,0.113,0.0,0.0,
2021-11-17,0.113,,,0.105,0.115,,,,0.115,0.0,0.0,
2021-11-16,0.115,,,0.11,0.116,,0.116,0.113,0.115,25.0,3.0,
2021-11-15,0.115,,,0.108,0.116,,0.115,0.115,0.116,20.0,2.0,
2021-11-12,0.116,,,0.105,0.116,,,,0.117,0.0,0.0,
2021-11-11,0.117,,,0.106,0.115,,0.119,0.102,0.122,330.0,35.0,
2021-11-10,0.122,,,0.108,0.122,,0.124,0.102,0.101,1195.0,129.0,
2021-11-09,0.101,,,0.098,0.101,,,,0.102,0.0,0.0,
2021-11-08,0.102,,,0.098,0.102,,,,0.102,0.0,0.0,
2021-11-05,0.102,,,0.098,0.102,,,,0.102,0.0,0.0,
2021-11-04,0.102,,,0.098,0.102,,0.102,0.098,0.1,1650.0,165.0,
2021-11-03,0.1,,,0.096,0.1,,0.1,0.099,0.1,70.0,7.0,
2021-11-02,0.1,,,0.097,0.1,,0.1,0.096,0.095,6305.0,630.0,
2021-11-01,0.095,,,,0.095,,0.1,0.095,0.102,5045.0,497.0,
2021-10-29,0.102,,,0.099,0.102,,0.102,0.102,0.102,100.0,10.0,
2021-10-28,0.102,,,0.099,0.102,,0.102,0.1,0.102,2325.0,235.0,
2021-10-27,0.102,,,0.098,0.102,,0.102,0.099,0.102,880.0,88.0,
2021-10-26,0.102,,,0.097,0.102,,0.102,0.098,0.102,1970.0,197.0,
2021-10-25,0.102,,,0.098,0.102,,,,0.102,0.0,0.0,
2021-10-22,0.102,,,0.098,0.102,,,,0.102,0.0,0.0,
2021-10-21,0.102,,,0.098,0.102,,0.102,0.098,0.102,6110.0,612.0,
2021-10-20,0.102,,,0.098,0.102,,0.102,0.1,0.102,30.0,3.0,
2021-10-19,0.102,,,0.098,0.102,,0.103,0.1,0.101,1735.0,175.0,
2021-10-18,0.101,,,0.101,0.102,,0.101,0.097,0.102,7865.0,783.0,
2021-10-15,0.102,,,0.1,0.103,,0.102,0.102,0.106,100.0,10.0,
2021-10-12,0.106,,,0.1,0.106,,0.107,0.102,0.103,370.0,39.0,
2021-10-11,0.103,,,0.077,0.103,,0.103,0.095,0.105,975.0,99.0,
2021-10-08,0.105,,,0.101,0.106,,0.105,0.104,0.105,100.0,10.0,
2021-10-07,0.105,,,0.098,0.1,,0.107,0.1,0.105,500.0,53.0,
2021-10-06,0.105,,,0.099,0.107,,0.108,0.097,0.101,490.0,50.0,
2021-10-05,0.101,,,,0.101,,,,0.101,0.0,0.0,
2021-10-04,0.101,,,,0.101,,0.101,0.098,0.101,245.0,24.0,
2021-09-30,0.101,,,0.099,0.101,,0.101,0.098,0.102,1875.0,187.0,
2021-09-29,0.102,,,0.095,0.102,,0.109,0.096,0.104,1935.0,193.0,
2021-09-28,0.104,,,0.104,0.106,,0.104,0.097,0.102,2110.0,212.0,
2021-09-27,0.102,,,0.1,0.104,,0.103,0.1,0.103,90.0,9.0,
2021-09-24,0.103,,,0.097,0.107,,0.103,0.1,0.103,40.0,4.0,
2021-09-23,0.103,,,0.098,0.104,,0.104,0.1,0.103,95.0,10.0,
2021-09-21,0.103,,,0.099,0.106,,,,0.103,0.0,0.0,
2021-09-20,0.103,,,0.1,0.103,,0.105,0.099,0.105,2270.0,230.0,
2021-09-17,0.105,,,0.105,0.108,,0.109,0.101,0.101,200.0,21.0,
2021-09-16,0.101,,,0.098,0.101,,0.103,0.097,0.103,4990.0,495.0,
2021-09-15,0.103,,,0.1,0.103,,0.103,0.1,0.104,10.0,1.0,
2021-09-14,0.104,,,0.1,0.105,,0.106,0.098,0.106,785.0,78.0,
2021-09-13,0.106,,,0.1,0.108,,,,0.106,0.0,0.0,
2021-09-10,0.106,,,0.1,0.11,,0.106,0.106,0.106,10.0,1.0,
2021-09-09,0.106,,,0.102,0.106,,0.11,0.11,0.111,20.0,2.0,
2021-09-08,0.111,,,0.102,0.112,,0.111,0.102,0.112,525.0,54.0,
2021-09-07,0.112,,,0.102,0.114,,,,0.112,0.0,0.0,
2021-09-06,0.112,,,0.112,0.114,,0.112,0.096,0.112,3730.0,376.0,
2021-09-03,0.112,,,0.102,0.114,,0.112,0.098,0.111,525.0,58.0,
2021-09-02,0.111,,,0.1,0.111,,0.111,0.111,0.105,150.0,17.0,
2021-09-01,0.105,,,0.097,0.105,,0.105,0.102,0.107,470.0,49.0,
2021-08-31,0.107,,,0.101,0.102,,0.107,0.095,0.105,22245.0,2198.0,
2021-08-30,0.105,,,0.105,0.106,,0.106,0.094,0.107,3850.0,382.0,
2021-08-27,0.107,,,0.103,0.112,,0.107,0.097,0.107,15.0,2.0,
2021-08-26,0.107,,,0.095,0.108,,,,0.107,0.0,0.0,
2021-08-25,0.107,,,0.102,0.108,,,,0.108,0.0,0.0,
2021-08-24,0.108,,,0.102,0.108,,0.108,0.108,0.108,5.0,1.0,
2021-08-23,0.108,,,0.108,0.117,,0.109,0.101,0.109,200.0,21.0,
2021-08-20,0.109,,,0.109,0.121,,,,0.109,0.0,0.0,
2021-08-19,0.109,,,0.109,0.124,,0.109,0.109,0.109,10.0,1.0,
2021-08-18,0.109,,,0.109,0.115,,0.109,0.108,0.108,15.0,2.0,
2021-08-17,0.108,,,0.108,0.116,,0.109,0.105,0.108,610.0,65.0,
2021-08-16,0.108,,,0.101,0.116,,,,0.108,0.0,0.0,
2021-08-13,0.108,,,0.106,0.108,,0.108,0.107,0.109,210.0,23.0,
2021-08-12,0.109,,,0.101,0.111,,0.111,0.109,0.11,175.0,19.0,
2021-08-11,0.11,,,0.11,0.115,,0.11,0.107,0.109,430.0,46.0,
2021-08-10,0.109,,,0.109,0.116,,0.109,0.108,0.108,25.0,3.0,
2021-08-09,0.108,,,0.107,0.108,,0.108,0.108,0.106,15.0,2.0,
2021-08-06,0.106,,,0.086,0.114,,,,0.106,0.0,0.0,
2021-08-05,0.106,,,0.106,0.11,,,,0.106,0.0,0.0,
2021-08-04,0.106,,,0.1,0.106,,0.106,0.1,0.102,620.0,62.0,
2021-08-03,0.102,,,0.09,0.102,,0.104,0.092,0.106,2825.0,281.0,
2021-08-02,0.106,,,0.106,0.112,,,,0.105,25.0,3.0,
2021-07-30,0.105,,,0.102,0.11,,,,0.105,0.0,0.0,
2021-07-29,0.105,,,0.102,0.108,,0.112,0.105,0.11,65.0,7.0,
2021-07-28,0.11,,,0.104,0.114,,,,0.111,0.0,0.0,
2021-07-27,0.111,,,0.102,0.115,,,,0.112,0.0,0.0,
2021-07-26,0.112,,,0.107,0.112,,0.112,0.104,0.116,150.0,16.0,
2021-07-23,0.116,,,0.102,0.122,,,,0.116,0.0,0.0,
2021-07-22,0.116,,,0.105,0.122,,,,0.116,0.0,0.0,
2021-07-21,0.116,,,0.102,0.118,,0.118,0.118,0.115,135.0,16.0,
2021-07-20,0.115,,,0.102,0.115,,0.116,0.103,0.117,870.0,97.0,
2021-07-19,0.117,,,0.116,0.117,,0.123,0.113,0.126,470.0,54.0,
2021-07-16,0.126,,,0.111,0.129,,0.126,0.116,0.126,20.0,2.0,
2021-07-15,0.126,,,0.111,0.129,,,,0.126,0.0,0.0,
2021-07-14,0.126,,,0.117,0.136,,,,0.126,0.0,0.0,
2021-07-13,0.126,,,0.117,0.13,,,,0.126,0.0,0.0,
2021-07-12,0.126,,,0.117,0.147,,,,0.123,0.0,0.0,
2021-07-09,0.123,,,0.123,0.133,,0.119,0.119,0.126,20.0,2.0,
2021-07-08,0.126,,,0.117,0.129,,,,0.129,0.0,0.0,
2021-07-07,0.129,,,0.116,0.144,,,,0.129,0.0,0.0,
2021-07-06,0.129,,,0.123,0.14,,0.117,0.117,0.126,20.0,2.0,
2021-07-05,0.126,,,0.116,0.139,,,,0.126,0.0,0.0,
2021-07-02,0.126,,,0.116,0.142,,,,0.126,0.0,0.0,
2021-06-30,0.126,,,0.12,0.127,,,,0.127,0.0,0.0,
2021-06-29,0.127,,,0.118,0.131,,0.127,0.116,0.127,95.0,11.0,
2021-06-28,0.127,,,0.115,0.137,,,,0.127,0.0,0.0,
2021-06-25,0.127,,,0.12,0.129,,0.13,0.129,0.125,15.0,2.0,
2021-06-24,0.125,,,0.118,0.138,,0.127,0.119,0.122,330.0,39.0,
2021-06-23,0.122,,,0.115,0.127,,,,0.122,0.0,0.0,
2021-06-22,0.122,,,0.122,0.129,,0.123,0.113,0.122,5810.0,680.0,
2021-06-21,0.122,,,0.115,0.116,,0.13,0.115,0.125,960.0,113.0,
2021-06-18,0.125,,,0.122,0.126,,0.126,0.125,0.126,225.0,28.0,
2021-06-17,0.126,,,0.122,0.13,,0.126,0.126,0.126,250.0,32.0,
2021-06-16,0.126,,,0.116,0.128,,0.128,0.128,0.133,65.0,8.0,
2021-06-15,0.133,,,0.114,0.133,,0.143,0.143,0.125,10.0,1.0,
2021-06-11,0.125,,,0.113,0.128,,,,0.125,0.0,0.0,
2021-06-10,0.125,,,0.12,0.126,,0.128,0.125,0.13,280.0,36.0,
2021-06-09,0.13,,,0.117,0.13,,,,0.13,0.0,0.0,
2021-06-08,0.13,,,0.115,0.13,,,,0.13,0.0,0.0,
2021-06-07,0.13,,,0.12,0.13,,,,0.13,0.0,0.0,
2021-06-04,0.13,,,0.12,0.13,,,,0.13,0.0,0.0,
2021-06-03,0.13,,,0.119,0.13,,0.13,0.12,0.13,360.0,46.0,
2021-06-02,0.13,,,0.118,0.13,,,,0.132,0.0,0.0,
2021-06-01,0.132,,,0.123,0.134,,0.134,0.133,0.134,80.0,11.0,
2021-05-31,0.134,,,0.133,0.134,,,,0.139,1.0,0.0,
2021-05-28,0.139,,,0.13,0.141,,0.141,0.132,0.14,510.0,68.0,
2021-05-27,0.14,,,0.132,0.142,,,,0.14,0.0,0.0,
2021-05-26,0.14,,,0.14,0.142,,,,0.14,0.0,0.0,
2021-05-25,0.14,,,0.132,0.147,,,,0.14,0.0,0.0,
2021-05-24,0.14,,,0.131,0.147,,0.148,0.14,0.14,515.0,72.0,
2021-05-21,0.14,,,0.14,0.145,,0.148,0.14,0.144,585.0,83.0,
2021-05-20,0.144,,,0.14,0.148,,0.144,0.139,0.139,1500.0,214.0,
2021-05-18,0.139,,,0.136,0.14,,0.141,0.136,0.137,1595.0,223.0,
2021-05-17,0.137,,,0.13,0.137,,0.137,0.13,0.138,920.0,124.0,
2021-05-14,0.138,,,0.122,0.138,,0.142,0.116,0.123,2045.0,265.0,
2021-05-13,0.123,,,0.108,0.123,,0.123,0.11,0.122,4565.0,520.0,
2021-05-12,0.122,,,0.108,0.125,,0.124,0.124,0.119,5.0,1.0,
2021-05-11,0.119,,,0.108,0.129,,0.119,0.113,0.117,1125.0,127.0,
2021-05-10,0.117,,,0.105,0.119,,0.118,0.11,0.116,40.0,5.0,
2021-05-07,0.116,,,0.106,0.119,,0.118,0.118,0.116,20.0,2.0,
2021-05-06,0.116,,,0.105,0.118,,,,0.118,0.0,0.0,
2021-05-05,0.118,,,0.105,0.12,,,,0.118,0.0,0.0,
2021-05-04,0.118,,,0.112,0.12,,0.12,0.11,0.12,1280.0,148.0,
2021-05-03,0.12,,,0.12,0.143,,0.12,0.114,0.126,215.0,25.0,
2021-04-30,0.126,,,0.114,0.126,,0.126,0.126,0.13,70.0,9.0,
2021-04-29,0.13,,,0.115,0.13,,0.13,0.127,0.115,1580.0,201.0,
2021-04-28,0.115,,,0.11,0.129,,0.118,0.107,0.113,830.0,94.0,
2021-04-27,0.113,,,0.103,0.113,,0.113,0.105,0.115,2805.0,309.0,
2021-04-26,0.115,,,0.111,0.116,,0.115,0.111,0.117,670.0,76.0,
2021-04-23,0.117,,,0.113,0.118,,0.121,0.112,0.12,3440.0,397.0,
2021-04-22,0.12,,,0.115,0.121,,0.134,0.12,0.119,965.0,118.0,
2021-04-21,0.119,,,0.119,0.123,,0.122,0.118,0.123,1225.0,147.0,
2021-04-20,0.123,,,0.114,0.123,,0.129,0.124,0.124,380.0,48.0,
2021-04-19,0.124,,,0.112,0.125,,0.125,0.121,0.125,705.0,86.0,
2021-04-16,0.125,,,0.125,0.131,,0.132,0.125,0.13,145.0,18.0,
2021-04-15,0.13,,,0.124,0.132,,,,0.13,0.0,0.0,
2021-04-14,0.13,,,0.126,0.132,,,,0.13,0.0,0.0,
2021-04-13,0.13,,,0.12,0.132,,0.132,0.124,0.128,185.0,24.0,
2021-04-12,0.128,,,0.122,0.128,,0.13,0.122,0.13,645.0,82.0,
2021-04-09,0.13,,,0.121,0.135,,0.135,0.125,0.131,180.0,23.0,
2021-04-08,0.131,,,0.121,0.131,,0.135,0.134,0.132,370.0,50.0,
2021-04-07,0.132,,,0.123,0.132,,,,0.133,0.0,0.0,
2021-04-01,0.133,,,0.128,0.133,,0.133,0.129,0.133,310.0,40.0,
2021-03-31,0.133,,,0.12,0.134,,0.133,0.121,0.133,4635.0,592.0,
2021-03-30,0.133,,,0.119,0.133,,,,0.134,0.0,0.0,
2021-03-29,0.134,,,0.13,0.136,,0.136,0.129,0.129,170.0,22.0,
2021-03-26,0.129,,,0.122,0.135,,,,0.13,0.0,0.0,
2021-03-25,0.13,,,0.124,0.135,,0.13,0.124,0.131,35.0,4.0,
2021-03-24,0.131,,,0.123,0.132,,0.131,0.123,0.134,650.0,83.0,
2021-03-23,0.134,,,0.13,0.138,,0.139,0.132,0.14,510.0,68.0,
2021-03-22,0.14,,,0.138,0.143,,0.146,0.139,0.139,285.0,40.0,
2021-03-19,0.139,,,0.139,0.146,,0.15,0.136,0.139,335.0,48.0,
2021-03-18,0.139,,,0.14,0.148,,0.15,0.136,0.138,1395.0,193.0,
